key,zh,ms,ja,en,ko
label.md-fab-size,大小,Saiz,サイズ,Size,크기
label.md-fab-variant,变体,Varian,バリアント,Variant,변형
label.medium,,Sederhana,,,
label.menu,菜单管理,Menu,メニュー,Menu,메뉴
label.message,信息,mesej,メッセージ,message,메시지
label.message-body,消息正文,isi kandungan,本文,message,본문
label.message_type,,Jenis Mesej,,,
label.messaging-sender-id,消息发送者ID,,メッセージング送信側ID,messaging sender ID,메시징 송신측 ID
label.method,方法,,メソッド,method,메쏘드
label.mime-type,MIME 类型,jenis MIME,MIMEタイプ,MIME type,MIME type
label.min,最小,,最小,min,최소
label.min-section,最小段,,min section,min section,min section
label.min-size,最小队列大小,Saiz Barisan Minimum,最小キューサイズ,Minimum Queue Size,최소 큐 사이즈
label.min-unit,最小单位,,min unit,min unit,min unit
label.min_height,,Ketinggian Minimum,,,
label.min_length,,Panjang Minimum,,,
label.min_width,,Lebar Minimum,,,
label.minimizable,可最小化,Boleh Dikecilkan,最小化機能,minimizable,최소화 기능
label.minimized,最小化,Dikurangkan,最小化,minimized,최소화
label.minor,次要,,Minor,Minor,Minor
label.mint,,Mint,,,
label.minute,分钟,minit,分,minute,분
label.minute by minute,每分钟,setiap minit,分単位,minute by minute,분단위
label.minute-width,分针厚度,,分針の厚さ,Minute Width,분침 두께
label.minutes,分钟,minit,分,minutes,분
label.missing,,Hilang,,,
label.miter,斜边,,斜めの角形,miter,비스듬한 각모양
label.mm,毫米,,mm,mm,mm
label.mobile_phone,,Telefon Mudah Alih,,,
label.modal,[zh] modal,,Modal,modal,Modal
label.mode,模式,mod,モード,mode,mode
label.module,模块,modul,モジュール,module,모듈
label.monochrome,单色,monokrom,モノクローム,monochrome,단색
label.month,月份,bulan,月,month,월
label.monthly,每个月,setiap bulan,月間,monthly,월간
label.more-info,,Maklumat Lanjut,,,
label.move_to_admin,移动到管理者页面。,,管理者ページに移動,Move to Administrator Page,관리자 페이지로 이동
label.multi-axis,双轴,2 paksi,2軸,dual axis,2축
label.multiple,多个,,多重,multiple,다중
label.mutation,变异查询,pertanyaan mutasi,ミューテーション クエリ,mutation query,뮤테이션 쿼리
label.muted,静音,senyap,ミュート,muted,무음
label.my_profile,,Profil Saya,,,
label.myself,我,diri saya,私,myself,나
label.name,名字,nama,名前,name,이름
label.namespace,命名空间,ruang nama,ネームスペース,namespace,네임스페이스
label.navbar,,Bar Navigasi,,,
label.navigation,,Navigasi,,,
label.ndns,无数据不显示,,No Data No Show,No Data No Show,No Data No Show
label.ndnsp,无数据不传播,,No Data No Spreading,No Data No Spreading,No Data No Spreading
label.near,NEAR,,Near,Near,Near
label.needle-fill-style,指针填充样式,,針塗りつぶし色,needle fill style,바늘 채우기 색상
label.needle-fillstyle,指针样式,,針塗りつぶしスタイル,needle fill style,바늘 채우기 스타일
label.needle-round,圆针,,針丸く,Needle Round,바늘 둥글게
label.needle-size,指针大小,,針のサイズ,needle size,바늘 크기
label.new,,Baru,,,
label.new-password,,Kata Laluan Baru,,,
label.new_password,新密码,,新しいパスワード,New Password,새로운 비밀번호
label.next,,Seterusnya,,,
label.next-input,下一个输入,input seterusnya,次の入力,next input,다음 포커스 Input ID
label.no,,Tidak,,,
label.no-fill,无,,空にする,no fill,비우기
label.no-repeat,[zh] no repeat,,繰り返しなし,no repeat,반복 없음
label.no_results,,Tiada Hasil,,,
label.none,,Tiada,,,
label.normal,,Normal,,,
label.not-allowed,,Tidak Dibenarkan,,,
label.not-started,,Belum Bermula,,,
label.note,备注,catatan,ノート,note,노트
label.notification,,Pemberitahuan,,,
label.notification list,消息列表,senarai pemberitahuan,通知,notification list,알림
label.notifications,,Pemberitahuan,,,
label.notify,,Maklum,,,
label.number,数字,,数字,number,숫자
label.number of bytes,字节数,bilangan bait,バイトの長さ,number of bytes,바이트 길이
label.object-type,对象类型,jenis objek,オブジェクト タイプ,object type,오브젝트 유형
label.off,,Matikan,,,
label.off-color,关闭颜色,warna mati,オフの色,off color,off 색
label.offset-x,偏移-X,,オフセットX,Offset X,오프셋 X
label.offset-y,偏移-Y,,オフセットY,Offset Y,오프셋 Y
label.ok,,OK,,,
label.on,,Hidupkan,,,
label.on-color,开启颜色,warna hidup,オンの色,on color,on 색
label.on/off,开/关,hidup/matikan,オン/オフ,on/off,on/off
label.opacity,透明度,,透明度,opacity,투명도
label.open,,Buka,,,
label.operation,操作,operasi,動作,operation,동작
label.opinion,意见,,意見,opinion,의견
label.option,,Pilihan,,,
label.options,选项,,options,options,options
label.orange,,Oren,,,
label.order,,Pesanan,,,
label.orderby,排序,mengikut susunan,並び替え,orderby,정열
label.organization,,Organisasi,,,
label.organization_name,,Nama Organisasi,,,
label.outline,,Garis Panduan,,,
label.output-tz,输出时区,zona masa output,出力タイムゾーン,output tz,출력 타임존
label.over-due-font-color,到期后字体颜色,warna fon selepas tarikh akhir,期限後フォント色,over due font color,만기이후 폰트색상
label.over-due-progress-color,到期后进度颜色,warna kemajuan selepas tarikh akhir,期限後進行色,over due progress color,만기이후 진행색상
label.packman-style,吃豆人样式,gayapackman,パックマンスタイル,packman style,팩맨 모양
label.padding,间隔,Penyelaras,余白,padding,여백
label.paddingheight,填充高度,tinggi pembalutan,パディング高さ,padding-h,패딩높이
label.paddingwidth,填充宽度,lebar pembalutan,パディング幅,padding-w,패딩폭
label.page,页面,Halaman,ページ,page,페이지
label.page-size,页大小,Saiz Halaman,ページサイズ,Page Size,페이지 사이즈
label.page_break,,Pemutus Halaman,,,
label.pagerduty_service_key,,Kunci Perkhidmatan PagerDuty,,,
label.pagerduty_subdomain,,Subdomain PagerDuty,,,
label.parameters,参数,parameter,パラメータ,parameters,파라미터
label.params,参数,parameter,パラメータ,parameters,파라미터
label.partial-spreading,部分传播,,部分的な拡散,partial spreading,부분 전파
label.partner,合作伙伴,Rakan kongsi,パートナー,partner,파트너
label.passcode,密码,,パースコード,passcode,패스코드
label.password,密码,kata laluan,パスワード,password,비밀번호
label.password-selector,密码选择器,pemilih kata laluan,パスワードセレクター,password selector,비밀번호 선택자
label.password_reset_code,,Kod Reset Kata Laluan,,,
label.password_strength,,Kekuatan Kata Laluan,,,
label.paste,,Tampal,,,
label.path,path,path,path,path,path
label.pattern,图案,,パターン,pattern,패턴
label.pending,,Dalam Tungguan,,,
label.period,周期,tempoh,期間,period,Period
label.persistent-data,持久数据,,継続性データ,persistent data,지속성 데이타
label.phone,,Telefon,,,
label.phone_number,,Nombor Telefon,,,
label.picking-location,取出位置,,ピッキング ロケーション,picking location,피킹 로케이션
label.picking-order,拣料单,,ピッキング オーダー,picking order,피킹 오더
label.picture,照片,gambar,写真,picture,사진
label.placeholder,占位符,Placeholder,placeholder,placeholder,placeholder
label.play,播放,,プレイ,play,플레이
label.play-group,播放组,kumpulan mainan,プレイ グループ,play group,플레이그룹
label.player,播放,pemain,プレイヤー,player,플레이어
label.playsinline,内联播放,main sebaris,インライン再生,playsinline,인라인플레이 가능
label.pls-name-font-family,请配置字体系列,,フォント ファミリーの名前を書いてください,pls. name font-family,폰트패미리 이름을 적어주세요
label.point,,Titik,,,
label.point-bg-color,点背景色,,Point背景色,Point Bg Color,Point 배경색
label.point-border-color,点边框颜色,,ポイント境界色,point border color,포인트 경계 색상
label.point-border-width,点边框宽度,,ポイント境界の広さ,point border width,포인트 경계 넓이
label.point-shape,点形状,bentuk titik,ポイント形状,point shape,포인트 모양
label.point-size,点大小,saiz titik,ポイントサイズ,point size,Point 크기
label.pool-increment,连接池增量,peningkatan kolam sambungan,コネクションプールの増加,connection pool increment,커넥션 풀 증분
label.pool-max,最大连接池,kolam sambungan maks.,最大コネクションプール,max. connection pool,최대 커넥션 풀
label.pool-min,最小连接池,kolam sambungan min.,最小コネクションプール,min. connection pool,최소 커넥션 풀
label.popover,,Popover,,,
label.popup-origin,原点,,原点,origin,원점
label.popup-position,弹出位置,popup position,ポップアップ位置,popup position,팝업 위치
label.popup-scene,弹窗看板,,Popup Scene,Popup Scene,Popup Scene
label.port,端口,,port,port,port
label.position,位置,kedudukan,位置,position,위치
label.position-origin,位置原点,,位置原点,origin,원점
label.precision,精确度,,精度,precision,정밀도
label.pressed,按压效果,,押さえ効果,pressed,눌림효과
label.preview,,Pratonton,,,
label.previous,,Sebelumnya,,,
label.primary_color,,Warna Utama,,,
label.print-history,打印记录,,プリント履歴,Print History,프린트 이력
label.printed-at,打印时间,,プリント時間,Printed At,프린트 시간
label.printer,打印机,,プリンター,Printer,프린터
label.printer_driver,Printer Driver,Printer Driver,Printer Driver,Printer Driver,프린터 드라이버
label.printer_ip,Printer IP,Printer IP,Printer IP,Printer IP,프린터 IP
label.printer_port,Printer Port,Printer Port,Printer Port,Printer Port,프린터 포트
label.priority,优先度,keutamaan,優先順位,priority,우선순위
label.privilege,特权,keistimewaan,特権,privilege,권한
label.procedure,存储过程,Prosedur,プロシージャ,procedure,프로시져
label.procedure-code,过程代码,kod prosedur,手順コード,procedure code,프로시져 코드
label.procedure-name,过程名称,nama prosedur,手順名,procedure name,프로시져 이름
label.processed_at,处理时间,,処理日時,processed at,처리일시
label.processing,,Dalam Pemprosesan,,,
label.processor,处理人,,処理者,processor,처리자
label.product,,Produk,,,
label.product-id,产品ID.,ID produk,製品ID.,product ID.,제품 ID.
label.profile,,Profil,,,
label.progress,,Kemajuan,,,
label.progress-color,进度颜色,warna kemajuan,進捗色,progress color,진도 색상
label.progress-direction,进度方向,arah kemajuan,進行方向,progress direction,진행 방향
label.progress-style,进度条样式,,プログレスバー スタイル,progress style,프로그레스바 스타일
label.progress-threshold,进度阈值,ambang kemajuan,進行しきい値,progress threshold,진행 임계값
label.project-id,项目ID,,プロジェクト名,project ID,프로젝트명
label.prompt,提示,prompt,プロンプト,prompt,프롬프트
label.property,属性,,プロパティ,property,속성
label.property-name,属性名,Nama Hartanah,プロパティ名,Property Name,속성명
label.protected-request-ip,安全请求 IP,IP permintaan yang selamat,安全なリクエスト IP,safe request IP,안전한 요청 IP
label.protectedlist,受保护的 IP 列表,senarai IP yang dilindungi,保護された IP リスト,protected IP list,보호 IP 리스트
label.provider,提供者,,プロバイダー,provider,제공자
label.publish,,Terbitkan,,,
label.published,,Diterbitkan,,,
label.purple,,Ungu,,,
label.push-notification,推送消息,notifikasi push,プッシュ通知,push notification,푸시 알림
label.qos,qos,,サービス品質,qos,서비스품질
label.qr_code,,Kod QR,,,
label.qty,数量,,数量,qty.,수량
label.quantity,数量,kuantiti,数量,quantity,수량
label.query,查询,Kuiri,クエリ,Query,Query
label.queue-propname,队列名称,Nama barisan,キュー名,Queue name,큐 이름
label.quota,,Kuota,,,
label.rack-style,站位样式,,ラック スタイル,rack style,랙 스타일
label.radio_button,,Butang Radio,,,
label.random,,Rawak,,,
label.range,范围,Julat,範囲,range,범위
label.rate,,Kadar,,,
label.ratio,比率,,比率,ratio,비율
label.read,,Baca,,,
label.readonly,只读,,読み専用,readonly,읽기 전용
label.reason,,Sebab,,,
label.receivers,接收器,senarai penerima,受信者リスト,receivers,수신자 리스트
label.rect-style,方框样式,,四角スタイル,rect style,사각 스타일
label.red,,Merah,,,
label.redirect,重定向,pengalihan,リダイレクト,redirect,redirect
label.redirect_uri,重定向URI,redirect uri,リダイレクトuri,redirect uri,리디렉션 uri
label.redo,,Ulang,,,
label.reducing-propname,简化属性名,Nama Hartanah Mengurangkan,リデューシングプロパティ名,Reducing Property Name,Reducing명
label.reducing-type,简化类型,Jenis Pengurangan,リデューシングタイプ,Reducing Type,Reducing 타입
label.ref,参考,,参照,reference,참조
label.ref_by,参考 ID,rujukan ID,参照 ID,Reference ID,참조 ID
label.referrer-policy,引用政策,dasar rujuk balik,リファラーポリシー,referrer policy,referrer policy
label.registered_at,,Daftar pada,,,
label.reject-unauthorized,使用认证文件,tolak tidak dibenarkan,証明書使用,reject unauthorized,인증서 사용
label.related,,Berkaitan,,,
label.released_at,释放时间,,配布時間,Released at,배포시간
label.releases,个版本,,配布バージョン,releases,배포버전
label.remove,去除,Alihkan,除去,remove,제거
label.rename,改名,Ganti Nama,名前変更,Rename,이름 변경
label.repeat,重复,ulangi,繰り返し,repeat,반복
label.repeat-interval,重复间隔,selang ulangan,繰り返し間隔,Repeat interval,반복 간격
label.reply,,Balas,,,
label.report,,Laporan,,,
label.request,申请,,申請,Request,신청
label.requested_at,申请时间,,申請日時,requested at,신청일시
label.requester,申请人,,申請者,requester,신청자
label.resend,发过验证邮件,hantar semula,再送信,resend,재전송
label.reset,,Set Semula,,,
label.reset-on-leave,离开时恢复,,出る時元の状態に復旧,reset on leave,나갈 때 원상태로 복구
label.reset-password,重置密码,,暗号リセット,Reset Password,암호초기화
label.reset_password,重置密码,,パースワード リセット,Reset Password,비밀번호 초기화
label.resolved,,Selesai,,,
label.resource,,Sumber,,,
label.retain,保持,,維持,retain,유지
label.retention,保存期间,,維持期間,retention,유지기간
label.retired-at,退休时间,bersara pada,退職日時,retired at,퇴사일
label.reverse,反转,,逆方向,reverse,역방향
label.right,,Kanan,,,
label.role,角色,peranan,ロール,role,역할
label.roll-width,卷宽度,,ロール服,roll width,롤 너비
label.rotate,旋转,,回転,rotate,회전
label.rotation,旋转,,回転,rotation,회전
label.rotation-speed,转速,,回転速度,Rotation Speed,회전 속도
label.rotation-x,X轴旋转,,X軸回転,rot. X,X축 회전
label.rotation-y,Y轴旋转,,Y軸回転,rot. Y,Y축 회전
label.rotation-z,Z轴旋转,,Z軸回転,rot. Z,Z축 회전
label.round,弧形,,丸く,round,둥글게
label.row,,Baris,,,
label.rows,行,,行,rows,행
label.rule-type,规则类型,,ルール タイプ,rule type,규칙 타입
label.run-on-start,启动时运行,jalankan pada permulaan,開始時に実行,Run on start,시작시 자동 실행
label.save-new-board,保存新看板,,新しいボード保存,save new board,새보드 저장
label.save_changes,,Simpan Perubahan,,,
label.scale,比例,,スケール,scale,스케일
label.scale-h,高度比例,,縦スケール,height scale,세로 스케일
label.scale-height,尺的高度,,高さの比率,Scale Height,높이 비율
label.scale-w,宽度比例,,横スケール,width scale,가로 스케일
label.scale-width,尺的宽度,,広さの比率,Scale Width,넓이 비율
label.scenario,方案,senario,シナリオ,scenario,시나리오
label.scenario-name,场景名称,nama senario,シナリオ名,Scenario name,시나리오 명
label.scene-count,标签数量,,Scene個数,Scene count,Scene 개수
label.scene-number,景号,,SCENE番号,SCENE Number,SCENE 번호
label.screen-size,界面大小,,画面サイズ,Screen Size,화면 사이즈
label.script,程序,skrip,スクリプト,script,스크립트
label.search,,Cari,,,
label.search-params,搜索参数,parameter carian,search params,search params,search params
label.search_hint,,Petunjuk Carian,,,
label.second,秒,saat,秒,second,초
label.second by second,一秒接一秒,setiap saat,秒単位,second by second,초단위
label.second-width,秒针厚度,,秒針の厚さ,Second Width,초침 두께
label.secondary_color,,Warna Sekunder,,,
label.seconds,秒,saat,秒,seconds,초
label.section,段,,セクション,section,섹션
label.section-digits,部门数字,section digits,セクションの桁数,section digits,섹션 넘버링
label.select,select,pilih,select,select,select
label.select file,选择文件,pilih fail,ファイル選択,select file,파일 선택
label.select-after-change,更改后选择,pilih selepas perubahan,変更後に選択,select over change,변경후 전체 선택
label.select_domain,选择域,pilih domain,ドメイン選択,select domain,도메인 선택
label.selected,,Dipilih,,,
label.selectors,选择器,pemilih,selectors,selectors,selectors
label.send,,Hantar,,,
label.send activation email,发送激活电子邮件,hantar pengaktifan emel,アクティブ化要求メール送信,send activation email,활성화 요청 메일 전송
label.sent_at,,Dihantar pada,,,
label.series,系列,siri,シリーズ,series,시리즈
label.series-type,系列类型,jenis siri,シリーズタイプ,series type,시리즈 유형
label.service_url,Service URL,Service URL,Service URL,Service URL,서비스 URL
label.set-data-on-change,更改时设置数据,tetapkan data berubah,変更時にデータ設定,set data on change,변경시 데이타에 반영
label.setting,设置,Tetapan,設定,setting,설정
label.settings,,Tetapan,,,
label.shadow,阴影,,影の効果,shadow,그림자효과
label.shadow-dom-selectors,Shadow-DOM选择器,pemilih Shadow-DOM,Shadow-DOMセレクター,Shadow-DOM selector,Shadow-DOM 선택자
label.shadowOffsetX,偏移-X,,X軸位置,Offset-X,X축 위치
label.shadowOffsetY,偏移-Y,,Y軸位置,Offset-Y,Y축 위치
label.shadowSize,大小,,サイズ,Size,크기
label.shelf-locations,货架位置,shelf locations,棚の位置,shelf locations,선반 로케이션
label.shelf-pattern,架子模式,,単パターン,shelf pattern,단 패턴
label.shelves,站位高度,,旋盤,shelves,선반
label.show,显示,Tunjukkan,示す,show,보이기
label.show-all-board-type,显示所有看板类型,semua jenis papan,すべてのボードタイプを表示,show all type,모든 타입 보기
label.show-axis,,,軸を表示,,
label.show-end-value,显示结束值,,最後の値表示,show end value,끝값 보이기
label.show-helper,显示助手,show helper,ヘルパーを表示,show helper,도우미 보기
label.show-intermediate-markers,显示中间标记,Tunjukkan Penanda Antarabangsa,中間マーカーを表示,Show Intermediate Markers,중간마커 보이기
label.show-legend,显示图列,,,show legend,범주 보이기
label.show-needle,显示指针,,針を表示,show needle,바늘 보이기
label.show-number,显示数字,,数字表示,Show Number,숫자 표시
label.show-overview,显示 概述,tunjukkan gambaran keseluruhan,概要 表示,show overview,오버뷰 보이기
label.show-path,显示路径,Tunjukkan Laluan,パスを表示,Show Path,패스 보이기
label.show-progress,显示进度颜色,tunjukkan warna kemajuan,進行色を表示,show progress color,진행색상 보이기
label.show-second,显示秒针,,秒針表示,Show Second,초침 표시
label.show-start-value,显示起始值,,開始値を表示,show start value,시작값 보이기
label.show-step-line,显示单位线,,ステップを表示,show step line,스텝 보이기
label.show-step-text,显示单位值,,ステップ テキスト,show step text,스텝 텍스트
label.show-sub-step,显示子步,,補助ステップを表示,show sub step,보조 스텝 보이기
label.show-substep,显示子单位,,サブステップ表示,show substep,서브스텝 보이기
label.show-text,显示文本,,テキスト表示,ShowText,텍스트 보이기
label.show-timer,显示计时器,tunjukkan pemasa,タイマーを表示,show timer,타이머 보이기
label.show-title-on-page-header,在页面头部显示标题,tunjukkan tajuk pada pengepala halaman,ページヘッダーにタイトルを表示,show title on page header,페이지 헤더에 타이틀 보이기
label.show_menu,,Tunjukkan Menu,,,
label.sidebar,,Bar Sisi,,,
label.sign-up,申请账户,,ID申請,Sign Up,ID신청
label.sign_in,,Log Masuk,,,
label.sign_up,注册,Daftar,ユーザー登録申請,Sign Up,사용자 등록신청
label.signature,,Tandatangan,,,
label.signin with,通过 {title} 登录,daftar masuk dengan {title},{title} でサインイン,signin with {title},{title} 로그인
label.size,大小,Saiz,大きさ,size,크기
label.skip,skip,langkau,skip,skip,skip
label.skip-numbering,跳过编号,,Skip Numbering,Skip Numbering,Skip Numbering
label.small,,Kecil,,,
label.soap-action,SOAP 操作,Aksi SOAP,SOAPアクション,SOAP Action,SOAP 액션
label.social,,Sosial,,,
label.solid,纯色,,単色,solid,단색
label.sorting,,Penyusunan,,,
label.sound,,Bunyi,,,
label.source,源,,ソース,source,소스
label.spacing,,Ruangan,,,
label.spc-option,SPC选项,,SPCオプション,SPC option,SPC 옵션
label.special_characters,,Aksara Khas,,,
label.specified,,Dinyatakan,,,
label.spread-on-init,在初始化时传播,,初期値伝播,spread on init,초기값 전파
label.square,方形,,四角形,square,각진모양
label.src,源,,ソース,source,소스
label.ssl,SSL,,SSL,SSL,SSL
label.stack-group,堆叠组,kumpulan terkumpul,積み重ねグループ,stack group,누적 그룹
label.stacked,堆叠,bertingkat,積み重ね,stacked,누적
label.star-style,星型样式,,星模様スタイル,star style,별모양 스타일
label.start-alpha,起始透明度,,開始透明度,Start Alpha,시작 투명도
label.start-angle,起始角度,,開始部分角度,start angle,시작부분 각도
label.start-end-marker-different-design,起点和终点标记使用不同设计,Reka Bentuk Penanda Mula dan Akhir Berbeza,スタートとエンドのマーカーに異なるデザインを適用,Apply First and Last Marker Design,처음과 마지막 마커 디자인 적용
label.start-section,起始段,,開始セクション,Start Section,시작 섹션
label.start-time,开始时间,masa mula,開始時間,start time,시작 시간
label.start-unit,起始单位,,開始ユニット,Start Unit,시작 유닛
label.start-value,起始值,,開始値,start value,시작값
label.start_date,,Tarikh Mula,,,
label.started,自动开始,auto mula,自動スタート,auto started,자동 시작
label.state,状态,negeri,状態,state,상태
label.status,状态,Status,状態,Status,상태
label.step,基本单位,,基本ステップ,step,기본 스텝
label.step-fill-style,分割区填充样式,,ステップ塗りつぶし色,step fill style,스텝 채우기 색상
label.step-fillstyle,分割区样式,,ステップ塗りつぶしスタイル,step fill style,스텝 채우기 스타일
label.step-needle-size,分割线大小,,ステップ針サイズ,step needle size,스텝 바늘 크기
label.step-text-size,分割文本大小,,スタップ文字サイズ,step text size,스텝 글씨 크기
label.stock-scale,Stock Scale,,Stock Scale,Stock Scale,Stock Scale
label.storage,存储,,ストレージ,Storage,저장소
label.storage-bucket,存储桶,,ストレージ バケット,storage bucket,저장소 버킷
label.storage-root,存储路径,,基本ストレージ,Storage Root,기본 저장소
label.strikethrough,,Garis Batal,,,
label.string,文本,,文字列,string,문자열
label.stroke-style,线条样式,gaya garis,線スタイル,line style,선 스타일
label.stroke-thickness,线条厚度,ketebalan garis,線の太さ,line thickness,선 두께
label.style,样式,,スタイル,style,스타일
label.sub-step,子步,,補助ステップ,sub step,보조 스텝
label.subdomain,子域,,サブ ドメイン,Subdomain,서브 도메인
label.subject,主题,subjek,タイトル,subject,제목
label.submit-on-change,变更时提交,,変更時に提出,submit on change,변경시 제출
label.submit-on-load,加载时提交,,ロード時に提出,submit on load,로드시 제출
label.submit-selector,提交选择器,pemilih serah,送信セレクター,submit selector,제출 선택자
label.subscription token,订阅令牌,token langganan mesej tolak,プッシュメッセージ受信トークン,subscription token,푸시 메시지 수신 토큰
label.subscription-handlers,订阅处理程序,pengendali langganan,サブスクリプションハンドラー,subscription handlers,구독 핸들러
label.substep,子单位,,サブステップ,substep,서브 스텝
label.subtext-size,子文本大小,,サブテキスト サイズ,subtext size,서브텍스트 크기
label.success,,Berjaya,,,
label.success-selector,成功选择器,pemilih kejayaan,成功セレクター,success selector,성공 선택자
label.superuser,超级用户,superuser,スーパーユーザー,superuser,수퍼유저
label.support,,Sokongan,,,
label.support-markdown,启用Markdown格式,Format Markdown,Markdownフォーマット有効,markdown formatting,마크다운 형식지원
label.suspend,,Tangguhkan,,,
label.svg-info,SVG信息,maklumat SVG,SVG情報,SVG info.,SVG 정보
label.switch,,Tukar,,,
label.symbol,符号,simbol,シンボル,symbol,심볼
label.system reload,系统刷新,Muat semula sistem,システムのリロード,system reload,시스템 새로고침
label.system_flag,系统,,システム,System Flag,시스템
label.tab,,Tab,,,
label.tab-active-index,标签激活指数,,アクティブ タブ インデックス,tab active index,활성탭 인덱스
label.tab-reference,标签参考,,タブ参照,tab reference,탭 참조
label.table,,Jadual,,,
label.tablet,,Tablet,,,
label.tact-time,tact time,tact time,tact time,tact time,tact time
label.tact-timer-mask-color,掩码颜色,warna topeng,マスク色,mask color,마스크 색상
label.tag,标签,Tag,タグ,tag,태그
label.tap-action,点击操作,,タップ アクション,tap action,탭 액션
label.tap-event,点击事件,,タブ イベント,Tap Event,탭 이벤트
label.target,目标,sasaran,ターゲット,target,대상
label.target-axis,目标轴,paksi sasaran,対象軸,target axis,대상 축
label.target-map,目标地图,Peta Sasaran,目標マップ,Target Map,타겟 지도
label.targetRetention,目标保留,pengekalan sasaran,ターゲット保持,target retention,대상 유지기간
label.tel,,Telefon,,,
label.template,模版,templat,テンプレート,template,템플릿
label.template-prefix,模版前缀,,テンプレート接頭語,template prefix,템플릿 접두어
label.term,术语,istilah,用語,term,용어
label.terms,术语,istilah,用語,terms,용어 정의
label.text,值,Teks,テキスト,text,텍스트
label.text-align,文本调整,Jajar Teks,テキスト ソート,Text Align,텍스트 정렬
label.text-box,文本框,,テキスト ボックス,text box,텍스트 상자
label.text-field,文本字段,medan teks,テキストフィールド,text field,텍스트필드
label.text-fill-style,文本颜色,,文字の色,text color,글씨 색상
label.text-fillstyle,文本填充样式,,塗りつぶしスタイル,text fill style,채우기 스타일
label.text-format,文本格式,,テキスト形式,text format,텍스트 형식
label.text-overflow,文本溢出,melimpah teks,テキストオーバーフロー,text overflow,텍스트 오버플로우
label.text-size,文本大小,,文字サイズ,Text Size,글씨 크기
label.text-style,文本颜色,,テキスト スタイル,text style,텍스트 스타일
label.text-wrap,文本换行,,テキスト改行,text wrap,텍스트 개행
label.text_color,,Warna Teks,,,
label.textbox,文本,,テキスト ボックス,text box,텍스트 상자
label.theme,主题,tema,テーマ,theme,테마
label.theta,θ,,角度,Theta,각도
label.thickness,厚度,ketebalan,太さ,thickness,두께
label.three-d,,3D,,,
label.thumbnail-color,缩略图颜色,thumbnail,サムネイルの色,thumbnail,썸네일 색
label.tick-spacing,刻度间距,jarak tanda,目盛間隔,tick spacing,눈금 간격
label.tilt,倾斜,,傾き,tilt,기울어짐
label.time,,Masa,,,
label.time-format,时间格式,,時間形式,time format,시간 형식
label.timeout,暂停,masa had,タイムアウト,timeout,타임아웃
label.title,标题,tajuk,タイトル,title,제목
label.toggle_sidebar,,Togol Menu,,,
label.tooltip,工具提示,tooltip,ツールチップ,tooltip,툴팁
label.top,top,atas,top,top,top
label.topic,主题,topik,topic,topic,topic
label.translate,translate,,移動,translate,이동
label.transparent,,Tidak Jelas,,,
label.true,,Benar,,,
label.trust-server-certificate,信任服务器证书,percaya sijil pelayan,サーバー証明書を信頼する,trust server certificate,서버 인증서 신뢰
label.type,类型,Jenis,タイプ,type,유형
label.ucl/lcl-border-color,上限/下限边框颜色,,LCL境界色,LCL border color,LCL 경계 색상
label.ucl/lcl-border-width,上限/下限边框宽度,,LCL境界広さ,LCL border width,LCL 경계 넓이
label.under-threshold-color,低于阈值颜色,warna di bawah ambang,しきい値以下の色,under threshold color,임계이하 색상
label.underline,,Garis Bawah,,,
label.unit,单位,,ユニット,unit,유닛
label.unit-digits,单位数字,unit digits,単位の桁数,unit digits,유닛 넘버링
label.unresolved,,Belum Selesai,,,
label.unselected-label,未选择的标签,label tidak dipilih,未選択のラベル,unselected label,미선택 라벨
label.update,更新,,修正,update,수정
label.updated-at,修改时间,,修正日時,updated at,수정일시
label.updater,修改人,,修正者,Updater,수정자
label.upload,,Muat Naik,,,
label.uppercase,,Huruf Besar,,,
label.uri,URI,URI,URI,URI,URI
label.url,URL,URL,URL,url,URL
label.user,用户,pengguna,ユーザー,user,사용자
label.user-id,用户ID,ID pengguna,ユーザーID,user ID,사용자 아이디
label.user_auth_setting,给予用户权限,,ユーザー権限割り当て,User Authority Assignment,사용자 권한 할당
label.user_id,,ID Pengguna,,,
label.user_name,用户名,,ユーザー名,User Name,사용자 이름
label.username,用户名,nama pengguna,ユーザー名,username,사용자명
label.username-selector,用户名选择器,pemilih nama pengguna,ユーザー名セレクター,username selector,사용자 이름 선택자
label.utc,UTC,,UTC,UTC,UTC
label.uuid,UUID,,UUID,UUID,UUID
label.value,值,Nilai,値,Value,값
label.value-display,值显示,paparan nilai,値表示,value display,값 표시
label.value-field,值字段,medan nilai,値フィールド,value field,값 필드
label.value-format,值格式,format nilai,値形式,value format,값 형식
label.value-prefix,值前缀,awalan nilai,値プレフィックス,value prefix,값 접두사
label.value-suffix,值后缀,akhiran nilai,値サフィックス,value suffix,값 접미사
label.variable,变量信息,,変数情報,variable,변수정보
label.variable-list,变量清单,,変数リスト,variable list,변수리스트
label.variables,设定变量,,変数リスト,Variables,변수 리스트
label.vendor id,供应商标识,ID vendor,ベンダーID,vendor id,공급자 ID
label.vendor-id,厂商标识,ID penjual,ベンターID.,vendor ID.,공급자 ID.
label.vendors,供应商,penjual,ベンダー,vendors,공급 업체
label.version,版本,,バージョン,Version,버전
label.vertical,垂直对齐,Laras Menegak,縦,vertical,세로
